,"Title", "Authors"
1,"`Role of Diurnal Cycle in the Maritime Continent Barrier Effect on MJO Propagation in an AGCM <https://journals.ametsoc.org/view/journals/atsc/aop/JAS-D-20-0112.1/JAS-D-20-0112.1.xml#container-43616-item-43626>`_","R S Ajayamohan"
2,"`Evaluating the Arabian Sea as a regional source of atmospheric CO2: seasonal variability and drivers <https://bg.copernicus.org/preprints/bg-2021-22/bg-2021-22.pdf>`_","Zouhair Lachkar"
3,`WRF Gray-Zone Simulations of Precipitation Over the Middle-East and the UAE: Impacts of Physical Parameterizations and Resolution <https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2021JD034648>`_,Sourav Taraphdar
4,`Fast local warming is the main driver of recent deoxygenation in the northern Arabian Sea <https://bg.copernicus.org/articles/18/5831/2021/>`_,Zouhair Lachkar
5,`Impact of Planetary Boundary Layer and Cloud Microphysics on the Sensitivity of Monsoon Precipitation Using a Gray-Zone Regional Model <https://agupubs.onlinelibrary.wiley.com/doi/10.1029/2020EA001535>`_,Sourav Taraphdar
