,"Title", "Authors"
"1","`Oceanic Mixing over the Northern Arabian Sea in a Warming Scenario: Tug of War between Wind and Buoyancy Forces <https://journals.ametsoc.org/doi/abs/10.1175/JPO-D-19-0173.1>`_","V Praveen"
"2","`On the investigation of the typology of fog events in an arid environment and the link with climate patterns <https://journals.ametsoc.org/view/journals/mwre/148/8/mwrD200073.xml>`_","R S Ajayamohan"
"3","`The influence of collisions and thermal escape in Callisto's atmosphere <https://www.sciencedirect.com/science/article/pii/S0019103520303080>`_","Shane R. Carberry Mogan"
"4","`Fast local warming of sea-surface is the main factor of recent deoxygenation in the Arabian Sea <https://bg.copernicus.org/preprints/bg-2020-325/bg-2020-325.pdf>`_","Zouhair Lachkar"
