,Title,Authors/Co-Authors
1,`Characterizing the effect of retractions on scientific careers  <https://arxiv.org/pdf/2306.06710.pdf>`_, Bedoor AlShebli
2,"`Editors handle their collaborators’ submissions despite
explicit policies <https://arxiv.org/pdf/2307.00794.pdf>`_", Bedoor AlShebli
