,Title,Authors/Co-Authors
1,`Recent expansion and intensification of hypoxia in the Arabian Gulf and its drivers <https://www.frontiersin.org/articles/10.3389/fmars.2022.891378/full>`_,Zouhair Lachkar
2,`Callisto’s atmosphere: First evidence for H2 and constraints on H2O <https://arxiv.org/pdf/2210.14511.pdf>`_,Shane R. Carberry Mogan
