,Title,Authors/Co-Authors
1,`Pretrained E(3)-equivariant messagepassing neural networks with multi-level representations for organic molecule spectra prediction <https://www.nature.com/articles/s41524-025-01698-z>`_,John Zhang
2,`Exploring Optimized Organic Fluorophore Search through Experimental Data-Driven Adaptive β‑VAE <https://pubs.acs.org/doi/pdf/10.1021/jacsau.5c00052?ref=article_openPDF>`_,John Zhang
