,Title,Authors/Co-Authors
1,`Fast and Accurate Prediction of Tautomer Ratios in Aqueous Solution via a Siamese Neural Network <https://pubs.acs.org/doi/10.1021/acs.jctc.5c00041>`_,Yingkai Zhang
2,`Enhancing Transthyretin Binding Affinity Prediction with a Consensus Model: Insights from the Tox24 Challenge <https://pubs.acs.org/doi/full/10.1021/acs.chemrestox.4c00560>`_,Yingkai Zhang
