,"Title", "Authors"
1,"`Automatic Romanization of Arabic Bibliographic Records <https://arxiv.org/pdf/2103.07199.pdf>`_"," Nizar Habash"
2,"`A View From The Crowd: Evaluation Challenges for Time-Offset Interaction Applications <https://www.aclweb.org/anthology/2021.humeval-1.9.pdf>`_"," Nizar Habash"
