,Title,Authors/Co-Authors
1,"`On the Role of Sea Surface Temperature in the 16 April 2024 Rainstorm Over the United Arab Emirates <https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2025GL118215>`_",Francesco Paparella
2,"`Global coral reef thermal stress: patterns, trends, and emerging regimes <https://iopscience.iop.org/article/10.1088/1748-9326/ae4d5e>`_",Francesco Paparella
3,"`Neural-BGC: An Observation-Driven Emulator for Hybrid Physical-Biogeochemical Modeling <https://essopenarchive.org/doi/pdf/10.22541/essoar.15002003/v1>`_",Francesco Paparella
