,Title,Authors/Co-Authors
1,`Colored Jones Polynomials and the Volume Conjecture  <https://arxiv.org/pdf/2502.18575>`_,Vivek Kumar Singh
2,`Towards stable AI systems for Evaluating Arabic Pronunciations  <https://arxiv.org/pdf/2508.19587>`_,Nader Masmoudi
