,"Title", "Authors"
"1","`Taming the Topology of Calix[4]arene-Based 2D-Covalent Organic Frameworks: Interpenetrated vs Noninterpenetrated Frameworks and Their Selective Removal of Cationic Dyes <https://pubs.acs.org/doi/abs/10.1021/jacs.0c12125>`_"," Serdal Kirmizialtin"
2,"`Bridging Theories and Experiments: Modeling Solution X-Ray Scattering of Small RNA Molecules <https://search.proquest.com/docview/2484693139?pq-origsite=gscholar&fromopenview=true>`_"," Yen-Lin Chen"
3,"`The structural plasticity of nucleic acid duplexes revealed by WAXS and MD <https://advances.sciencemag.org/content/advances/7/17/eabf6106.full.pdf>`_"," Serdal Kirmizialtin"
